"num","text","favorited","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","retweeted","longitude","latitude"
258,"The only way coffee could be any better would be if you had to suck it out of a boob. http://t.co/xUKjfDQ7vj",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","mikewbarns",0,FALSE,NA,NA
259,"@walkdaddy05 @drewgc60 @abasc24 @CoachBayerGC @bentley_mcmilli @laceyj25 @btmyers24 @FireGump658 coffee is for closers #maxwellhouse",FALSE,"walkdaddy05","8/9/2013 2:40",FALSE,3.65663e+17,3.65664e+17,407405087,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brentcornett",0,FALSE,NA,NA
260,"@EvieeAndre @VictoriaLloyd16 well, that sucks, you can hook me up with free coffee and donuts since they're under paying you",FALSE,"EvieeAndre","8/9/2013 2:40",FALSE,3.65663e+17,3.65664e+17,461191732,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marcilesm",0,FALSE,NA,NA
261,"RT @highanaflawless: @v_diMichele bitch all you like is ice coffee and !!!!!",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","v_diMichele",1,FALSE,NA,NA
262,"@JosieBaik coffee???",FALSE,"JosieBaik","8/9/2013 2:40",FALSE,3.65663e+17,3.65664e+17,569413508,"web","BoaPark3",0,FALSE,NA,NA
263,"Waiting for water to heat up so that I can make iced coffee. #Thirsty",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","isabellekolik",0,FALSE,NA,NA
264,"The Perfect Man died because He loves me. but every morning the other rises to make me coffee. &lt;3",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luludaniels",0,FALSE,NA,NA
265,"RT @bombaytweeting: I love you less than coffee, which is more than enough.",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zsdfghjkhtty_",100,FALSE,NA,NA
266,"#also RT @drgoddess: I've never had a cup of coffee. Or more than a sip. I don't like it. #ConfessYourUnpopularOpinion",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","rookdagreat",0,FALSE,NA,NA
267,"Buy me coffee and love me",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Molli_Lynn",0,FALSE,NA,NA
268,"Dear pumpkin coffee, come back to me.",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","colefacee",0,FALSE,NA,NA
269,"Coffee makes me wild",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cpor_lady",0,FALSE,NA,NA
270,"Now why did I go do that? My brain's not wired at all. Coffee D': See you @iloveohmiya @nintendomiyaa @kaiijou @YOUtachiDesu @all_else_fail",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>","shuwashuwishuwa",0,FALSE,NA,NA
271,"RT @thakidrubenG: ?@valerie_bby16: NOBODY WANTS TO HAVE COFFEE WITH THE PRINCIPAL . stop?",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kimberlyluucero",2,FALSE,NA,NA
272,"Making coffee. #nightshiftblues",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"web","SammyJane15",0,FALSE,NA,NA
273,"RT @MissKristenSte1: ?@TeamJaymes: CAN I DRINK THIS? RKAFFE IS PROBABLY THE BEST COFFEE EVER http://t.co/81RSqWF1nl?",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"web","StewyJonasLover",2,FALSE,NA,NA
274,"Drinking coffee for the first time in a while",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mBishop11_",0,FALSE,NA,NA
275,"Wow 12.39 and its still my first coffee... must be the end of the world as we know it!",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Nadine_Zrinzo",0,FALSE,NA,NA
276,"My new coffee mug for school. This is inspiring for my major... #not #SoFunny #ExerciseScienceMajor? http://t.co/GlGvWxM30z",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","glori_lizabeth",0,FALSE,NA,NA
277,"@ching4short tara coffee!!! :) ) ) miss you so much it hurts :|",FALSE,"ching4short","8/9/2013 2:40",FALSE,3.6566e+17,3.65664e+17,149066742,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tessadistor",0,FALSE,NA,NA
278,"RT @ThatRedNose: Slick trynna turn up this weekend.",FALSE,NA,"8/9/2013 2:40",FALSE,NA,3.65664e+17,NA,"<a href=""http://seesmic.com/"" rel=""nofollow"">Seesmic</a>","Coffee_nO_Cream",1,FALSE,NA,NA
279,"@ottomanscribe Sure.There is a really great coffee shop at No 1 Martin Place. In the foyer of Westin Say 12:30 Mon? I will DM you my number",FALSE,"ottomanscribe","8/9/2013 2:39",FALSE,3.65662e+17,3.65664e+17,443573208,"web","RobbieSingh2",0,FALSE,NA,NA
280,"I want coffee.",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","pinchejarrod",0,FALSE,NA,NA
281,"drinking coffee at 1030 pm. #whatislifeee",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"web","Nique_1503",0,FALSE,NA,NA
282,"just good enough. ? drinking coffee",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","jhapots04",0,FALSE,NA,NA
283,"One should never go on Pinterest when one must go to bed. This only leads to trouble... and gallons of coffee the next morning.",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"web","Co_Weaver",0,FALSE,NA,NA
284,"-__- lets Forget that lol @AyeeShaee: Lmfaoo I Remember Wen Dat Girl Threw Coffee On Kala Like Dat Shit Was Yesturday",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TweetMeeRiight",0,FALSE,NA,NA
285,"Can't drink hot liquids until my mouth heals, this means no coffee all weekend. #scary",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","KenseyLawless2",0,FALSE,NA,NA
286,"I Moved Her Shit She Got Hot And Threw Da Coffee On Kala She Moved The Table On Ray Foot I Pushed Her Ass Down Den Ray Choked Tf Outta Her",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AyeeShaee",0,FALSE,NA,NA
287,"Im about to finish NS... You see me here almost every duty.... You can call me boy ah and ask me coffee?!",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","FritzLooks",0,FALSE,NA,NA
288,"brunch &amp; #artisanal #coffee at #blackboard ...yay some new interesting places in the #goldcoast now :) ? http://t.co/jOK6LGZH7u",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JuliaGools",0,FALSE,NA,NA
289,"Breakfast: Coffee with Cinnamon and Wheat Bread with Nutella.",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","heyitsajhay",0,FALSE,NA,NA
290,"Talked with some awesome dudes in a coffee shop in Norfolk, VA. One was an old school DJ who just got off work at... http://t.co/tsTF2fRe6d",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BlyreCpanx",0,FALSE,NA,NA
291,"Coffee at 9:30 pm? Yeah...",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ebhafley",0,FALSE,NA,NA
292,"The 2 things that my day is salam to my family and my morning coffee",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BinMunakhas",0,FALSE,NA,NA
293,"Drinking sum good as coffee",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Real_Nigga_59",0,FALSE,NA,NA
294,"time for a big cup of #coffee, #nescafe #morning",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"web","omaro_3",0,FALSE,NA,NA
295,"not weed? ?@YolieTheJew: This skunk just sprayed and it smells like burnt coffee.?",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","FRANKGOD_",0,FALSE,NA,NA
296,"This is what I'm having when I get home... assuming there is any left! Heated of course with a hot cup of coffee... http://t.co/WSTomWJzb0",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Bake_Me1",0,FALSE,NA,NA
297,"I'm very organized! LOL Coffee ready to go, cat bowls ready, my bowl for oatmeal ready... #dailyroutine http://t.co/ubpPZlwgWg",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","jillbristow24",0,FALSE,NA,NA
298,"Coffee ice cream #MTVHottest One Direction",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","frozaynyoghurt",0,FALSE,NA,NA
299,"Coffee shop soundtrack.",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FelipeGonzz",0,FALSE,NA,NA
300,"I could really go for some ice cream with coffee liquor right about now",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xocamille",0,FALSE,NA,NA
301,"are you coffee lovers ichut ssi? ? i'm freakin' coffee addict xD http://t.co/DCiqJ8Zx6w",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>","Annichut",0,FALSE,NA,NA
302,"It's kinda cool how I've basically removed all juice and sodas and stuff from my daily beverages. Water and coffee. Dassit.",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","JerMaineMontiel",0,FALSE,NA,NA
303,"My dad is happy Ramadan is over so he can have his morning cup of coffee now.",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheJacobAli",0,FALSE,NA,NA
304,"oh. I was actually hoping Id get blown off. now I gotta date with coffee ice cream. were going to this really cool place called the bath tub",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beladancerella",0,FALSE,NA,NA
305,"RT @smbeutler: I don't remember why I was in Denny's, but I was. The waitress called me hon; the eggs and coffee were cold. It was a low ?",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Coruscifer",4,FALSE,NA,NA
306,"@NickThayer oh worth mentioning, went to a place that's roasts their own beans in house. Some of the best coffee I've tasted #heaven #snobs",FALSE,"Jennnnnster","8/9/2013 2:39",FALSE,3.65663e+17,3.65664e+17,243251306,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jennnnnster",0,FALSE,NA,NA
307,"RT @seedscoffee: Jeff Huey of Seeds Coffee Company is a 2013 Epoch Awards Finalist http://t.co/Sr13peWGXI @ChristianPost",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abbysalt",1,FALSE,NA,NA
308,"I've bought so much Costa Rican coffee it's ridiculous. I hope my friend are ready for regular cafecito :]",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SpenGen4",0,FALSE,NA,NA
309,"@nayasfan29 Pff! Yeah.. Coffee lolxxx",FALSE,"nayasfan29","8/9/2013 2:39",FALSE,3.65593e+17,3.65664e+17,1541281202,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lovely_NayaVera",0,FALSE,NA,NA
310,"RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GenoAndo",42,FALSE,NA,NA
311,"Consumed @ColdStone Creamery's Coffee-Lovers Only &amp; won eponymous title. Track sales of Olympic Gold Medalists Only &amp; save @Rio2016 $ ?",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maroon5tiger",0,FALSE,NA,NA
312,"Way too tired for a Friday...to the point where a coffee, redbull and a Berocca still haven't kicked in #dying",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amanda_Rob33",0,FALSE,NA,NA
313,"RT @K_Wahl_: My summer romance is the coach, netflix, and coffee icecream kbyee",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kaitlyn_beann",1,FALSE,NA,NA
314,"After drinking 2 cups of coffee while studying I feel like I am ready for life! Hopefully I feel this way in the morning. #Coffee",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StacyBarker",0,FALSE,NA,NA
315,"i want a cup of coffee and a window to stare at the rain outside",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bennett_Wong",0,FALSE,NA,NA
316,"This skunk just sprayed and it smells like burnt coffee.",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YolieTheJew",0,FALSE,NA,NA
317,"I love coffee; I love tea. I love the java jive, and it loves me!",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HyrumGraph",0,FALSE,NA,NA
318,"RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amurrain15",42,FALSE,NA,NA
319,"...and adjust the quality of your coffee accordingly.",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rebecca_Irvine",0,FALSE,NA,NA
320,"RT @kemalzh: Breakfast with @zachrafsanjani http://t.co/frqI6RbxWB",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>","ZachRafsanjani",1,FALSE,NA,NA
321,"How to Appreciate the Coffee Without the Grounds http://t.co/7a0zmcivEA #art @jeffbullas http://t.co/2Kwiy7QlDO",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"web","ljgrodecki",0,FALSE,NA,NA
322,"RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KennyD11",42,FALSE,NA,NA
323,"A coffee tree affected by 'Roya' . Central America's production is estimated to be down 15% due to this. http://t.co/nAjOE3vmA0",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoffeeQuest",1,FALSE,NA,NA
324,"Wake up and smell the coffee",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DerrickAOj",0,FALSE,NA,NA
325,"RT @KekeAndMoreKeke: Y'all females be acting so dumb for a nigga you better wake up and smell the coffee",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LowkeyJaylaaaaa",5,FALSE,NA,NA
326,"RT @TheAtlantic Why 17th c. men drank coffee http://t.co/T4nHeAkZn2 // reduced industrious men into effeminate, babbling, French layabouts",FALSE,"TheAtlantic","8/9/2013 2:39",FALSE,3.65647e+17,3.65664e+17,35773039,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanHoselton",0,FALSE,NA,NA
327,"Shouldn't have got coffee this late because now I'm extra awake and I keep getting distracted from packing",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hanner_time97",0,FALSE,NA,NA
328,"Someone get me a coffee Coolatta",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Alessandria_xo",0,FALSE,NA,NA
329,"forever drinking coffee in the morn",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heybev_",0,FALSE,NA,NA
330,"Ashley had coffee before &amp; now she's wide awake, I'm going to fucking kill her",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TriciaLattanzio",0,FALSE,NA,NA
331,"Have You Surprised Yourself This Week in Being a Tea Drinking Beauty! I have made it to Day 5!! DIY Coffee Free! http://t.co/7rAlvJ5tpl",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitpic.com"" rel=""nofollow"">Twitpic</a>","SPAItGirl",0,FALSE,NA,NA
332,"Somethin about cigars coffee and 80 degree summer nights",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Justin_Odman",0,FALSE,NA,NA
333,"@SillyJillyStein LOL, good to have goals! I'm a full-time coffee junkie. ;D",FALSE,"SillyJillyStein","8/9/2013 2:39",FALSE,3.65662e+17,3.65664e+17,429345992,"web","cariquinn",0,FALSE,NA,NA
334,"Ooooh snap!! I had coffee. Gosh #HungerStrike",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://www.snaptwit.com"" rel=""nofollow"">Snaptwit</a>","Reetabil",0,FALSE,NA,NA
335,"cold weather + Adele + coffee = Rest Day :)",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"web","itsJor_EL",0,FALSE,NA,NA
336,"@KUHRiiNUH Be reunited with your iced coffee in 4 months! http://t.co/XfgQZisEgE",FALSE,"KUHRiiNUH","8/9/2013 2:39",FALSE,3.65663e+17,3.65664e+17,22425060,"web","DannyWolfe1",0,FALSE,NA,NA
337,"Don't listen to anyone who suggests skipping coffee to save money: http://t.co/3OyRzG59ec",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"web","SpencerCostanzo",0,FALSE,NA,NA
338,"I Wanna Dunkin Iced Coffee Right Now. I Think @krizzle_3 Should Bring Me One",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennaa_leaaa",0,FALSE,NA,NA
339,"@Woaholiviacoy same i always make it to like 7 and fall asleep but this time im gonna have 6 cups of coffee",FALSE,"Woaholiviacoy","8/9/2013 2:39",FALSE,3.65663e+17,3.65664e+17,488623245,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Grant_watsonn",0,FALSE,NA,NA
340,"RT @kexpplaylist: Cigarettesand Coffee Blues by Marty Robbins from the album The Essential",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65664e+17,NA,"<a href=""https://damianfrancois.tumblr.com"" rel=""nofollow"">CUMULATIVE COOL</a>","ratherlovelyrec",1,FALSE,NA,NA
341,"@Minnici_mermaid I like coffeee and I like rum... But you know there is coffee flavored tequila it's fantastic",FALSE,"Minnici_mermaid","8/9/2013 2:39",FALSE,3.65663e+17,3.65663e+17,448111170,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","makjenkiiiies",0,FALSE,NA,NA
342,"@AHDamani @raeesiesmama Ready for a coffee to start your morning? Eid Mubarak my dear cousins!",FALSE,"RehanaKQ","8/9/2013 2:39",FALSE,3.62671e+17,3.65663e+17,28243981,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RehanaKQ",0,FALSE,NA,NA
343,"RT @keemhimki: @daeslut have coffee with me babe http://t.co/iHRuBdXDXg",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65663e+17,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","daeslut",1,FALSE,NA,NA
344,"Two of my favorite things, coffee and cats #meow #wakeup http://t.co/NYvkyzmEMJ",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiniLemonnn",0,FALSE,NA,NA
345,"I NEED to be here at Galleria Umberto, Naples. Sipping coffee maybe a pastry, listening to Caruso http://t.co/lYlQnZM9MZ #iPad #Sony #Italy",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65663e+17,NA,"web","LincolnsBoombox",0,FALSE,NA,NA
346,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65663e+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","xXCRABSTICKXx",1600,FALSE,NA,NA
347,"#yestoGod is trending. Let's have a great big YES to God this week! &lt;3 Thank You, Lord, for everything you've done :D",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65663e+17,NA,"web","Death_by_coffee",0,FALSE,NA,NA
348,"I'm going to have to ask you to leave excuse you I haven't even finished my coffee",FALSE,NA,"8/9/2013 2:39",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","napquest",0,FALSE,NA,NA
349,"RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",FALSE,NA,"8/9/2013 2:38",FALSE,NA,3.65663e+17,NA,"web","beutifuulll1",1600,FALSE,NA,NA
350,"RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.",FALSE,NA,"8/9/2013 2:38",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PunaGold",42,FALSE,NA,NA
351,"Coffee &amp; TV by blur ? https://t.co/2tyfrv34Zb",FALSE,NA,"8/9/2013 2:38",FALSE,NA,3.65663e+17,NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","andizuper",0,FALSE,NA,NA
352,"RT @heidi420x: What? I couldn't hear you over the fact that I haven't had any coffee today. Also, sorry for biting you..that was an inappr?",FALSE,NA,"8/9/2013 2:38",FALSE,NA,3.65663e+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Jdydrcy",80,FALSE,NA,NA
353,"@JoshFrye84 you want some ball coffee",FALSE,"JoshFrye84","8/9/2013 2:38",FALSE,3.65663e+17,3.65663e+17,379944710,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TrippyJared",0,FALSE,NA,NA
354,"Yoii RT @Jelitameyy: Morning coffee",FALSE,NA,"8/9/2013 2:38",FALSE,NA,3.65663e+17,NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>","jeffDTRY",0,FALSE,NA,NA
355,"@Meilinxo of course la u only slept few hours.. later get some coffee lo..",FALSE,"Meilinxo","8/9/2013 2:38",FALSE,3.65663e+17,3.65663e+17,14811099,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","claremariesia",0,FALSE,NA,NA
356,"?@locklear_noah: I could drink some coffee but I don't wanna go make it?",FALSE,"locklear_noah","8/9/2013 2:38",FALSE,3.65662e+17,3.65663e+17,958676077,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BullardBella",2,FALSE,NA,NA
